name,value,year,lastValue,rank
Gucci,8231.2,2009.3,8214.8,
HSBC,8228.6,2003.6,8118,
Accenture,8227,2011.3,8153,
Gucci,8225.2,2008.4,8232.4,
Goldman Sachs,8224.5,2004.5,8170.4,
Philips,8223,2008.5,8243.4,
Kellogg's,8222.9,2004.7,8195.2,
Ford,8221.8,2007.7,8330.4,
Amazon,8219.4,2009.2,8038.7,
Starbucks,8218.4,2016.6,8097,
Gucci,8218,2008.5,8225.2,
Sony,8215.5,2013.7,8243,
Colgate,8215,2014,8176.8,
Gucci,8214.8,2009.2,8198.4,
Apple,8214,2005.2,8099.5,
Siemens,8212.3,2012.7,8115.4,
Gucci,8210.8,2008.6,8218,
Philips,8208.2,2007.8,8149.8,
Zara,8207.3,2011.1,8065,
Nissan,8206.6,2014.4,8060.7,
Danone,8205,2014,8181.3,
Morgan Stanley,8205,2017,8104.5,
Gucci,8203.6,2008.7,8210.8,
Porsche,8203.2,2015.1,8055,
Ford,8202.6,2012.2,8080.3,
Philips,8202.6,2008.6,8223,
Citi,8202.2,2013.3,8125.8,
SAP,8201.2,2003.8,8140.3,
Citi,8200,2011.4,8305,
3M,8199,2016,8103.4,
Gucci,8198.4,2009.1,8182,
Gucci,8198.3,2007.9,8142.6,
Gucci,8196.4,2008.8,8203.6,
L'Oreal,8196.4,2010.3,8124.6,
Goldman Sachs,8195.8,2011.6,8345,
IKEA,8195.4,2005.4,8100.8,
Kellogg's,8195.2,2004.6,8167.5,
Sony,8192.4,2015.8,8131.1,
Nintendo,8190,2003,8292.9,
Gucci,8189.2,2008.9,8196.4,
Sony,8188,2013.8,8215.5,
Philips,8182.2,2008.7,8202.6,
Gucci,8182,2009,8189.2,
Danone,8181.3,2013.9,8157.6,
Audi,8179.8,2013.2,7973.4,
Allianz,8179.6,2014.6,8100,
Philips,8178.5,2009.1,8121,
Colgate,8176.8,2013.9,8138.6,
Visa,8176.8,2017.3,8056.2,
Nestle,8176.4,2014.3,8117.6,
Adobe,8175.6,2016.4,8028.2,
Goldman Sachs,8170.4,2004.4,8116.3,
Kellogg's,8167.5,2004.5,8139.8,
Nike,8167,2003,8122.7,
Philips,8161.8,2008.8,8182.2,
Goldman Sachs,8161.2,2012.6,8067.5,
Sony,8160.5,2013.9,8188,
Hermes,8160.4,2013.4,8024.3,
Danone,8157.6,2013.8,8133.9,
Hewlett Packard Enterprise,8157,2018,8236.4,
Canon,8153.9,2004.1,8055,
Accenture,8153,2011.2,8079,
adidas,8151.2,2016.2,8018.1,
Philips,8149.8,2007.7,8091.4,
Nintendo,8146.8,2007.4,8042.6,
Gucci,8142.6,2007.8,8086.9,
Philips,8141.4,2008.9,8161.8,
SAP,8140.3,2003.7,8079.4,
Kellogg's,8139.8,2004.4,8112.1,
Colgate,8138.6,2013.8,8100.4,
Volkswagen,8136,2011.2,7996.5,
Danone,8133.9,2013.7,8110.2,
Sony,8133,2014,8160.5,
Sony,8131.1,2015.7,8069.8,
Citi,8125.8,2013.2,8049.4,
L'Oreal,8124.6,2010.2,8052.8,
Nike,8122.7,2002.9,8078.4,
eBay,8122.1,2009.7,8011.8,
Philips,8121,2009,8141.4,
AXA,8120,2014,8017.6,
HSBC,8118,2003.5,8007.4,
Nestle,8117.6,2014.2,8058.8,
Samsung,8116.4,2001.9,7922.8,
Goldman Sachs,8116.3,2004.3,8062.2,
Siemens,8115.4,2012.6,8018.5,
Ford,8113.2,2007.8,8221.8,
Kellogg's,8112.1,2004.3,8084.4,
Netflix,8111,2018,7859.1,
Danone,8110.2,2013.6,8086.5,
Nintendo,8108.7,2010.7,8234.6,
Morgan Stanley,8104.5,2016.9,8004,
3M,8103.4,2015.9,8007.8,
IKEA,8100.8,2005.3,8006.2,
Colgate,8100.4,2013.7,8062.2,
Allianz,8100,2014.5,8020.4,
Apple,8099.5,2005.1,7985,
Starbucks,8097,2016.5,7975.6,
Citi,8095,2011.5,8200,
Philips,8091.4,2007.6,8033,
Sony,8089.9,2014.1,8133,
Gucci,8086.9,2007.7,8031.2,
Danone,8086.5,2013.5,8062.8,
Hyundai,8085.4,2012.4,7932.3,
Kellogg's,8084.4,2004.2,8056.7,
Ford,8080.3,2012.1,7958,
SAP,8079.4,2003.6,8018.5,
Accenture,8079,2011.1,8005,
Nike,8078.4,2002.8,8034.1,
Sony,8069.8,2015.6,8008.5,
Goldman Sachs,8067.5,2012.5,7973.8,
Zara,8065,2011,8005.3,
Danone,8062.8,2013.4,8039.1,
Goldman Sachs,8062.2,2004.2,8008.1,
Colgate,8062.2,2013.6,8024,
Nissan,8060.7,2014.3,7914.8,
Nestle,8058.8,2014.1,8000,
Kellogg's,8056.7,2004.1,8029,
Visa,8056.2,2017.2,7935.6,
Canon,8055,2004,7968.7,
Porsche,8055,2015,7966.6,
L'Oreal,8052.8,2010.1,7981,
Citi,8049.4,2013.1,7973,
Sony,8046.8,2014.2,8089.9,
Goldman Sachs,8046.6,2011.7,8195.8,
Nintendo,8042.6,2007.3,7938.4,
Danone,8039.1,2013.3,8015.4,
Amazon,8038.7,2009.1,7858,
Nike,8034.1,2002.7,7989.8,
Philips,8033,2007.5,7974.6,
Gucci,8031.2,2007.6,7975.5,
Kellogg's,8029,2004,7969.9,
Adobe,8028.2,2016.3,7880.8,
Hermes,8024.3,2013.3,7888.2,
Colgate,8024,2013.5,7985.8,
Allianz,8020.4,2014.4,7940.8,
Nintendo,8018.9,2003.1,8190,
SAP,8018.5,2003.5,7957.6,
Siemens,8018.5,2012.5,7921.6,
adidas,8018.1,2016.1,7885,
AXA,8017.6,2013.9,7915.2,
Danone,8015.4,2013.2,7991.7,
Nike,8015,2000,8015,
eBay,8011.8,2009.6,7901.5,
Pepsi,8008.9,2002.3,7470.6,
Sony,8008.5,2015.5,7947.2,
Goldman Sachs,8008.1,2004.1,7954,
3M,8007.8,2015.8,7912.2,
HSBC,8007.4,2003.4,7896.8,
Morgan Stanley,8006.9,2008.3,8236.6,
IKEA,8006.2,2005.2,7911.6,
Zara,8005.3,2010.9,7945.6,
Accenture,8005,2011,7952.6,
Ford,8004.6,2007.9,8113.2,
Morgan Stanley,8004,2016.8,7903.5,
Sony,8003.7,2014.3,8046.8,
Nestle,8000,2014,7952.7,
Volkswagen,7996.5,2011.1,7857,
Danone,7991.7,2013.1,7968,
eBay,7991,2008,7937.5,
Citi,7990,2011.6,8095,
Nike,7989.8,2002.6,7945.5,
Colgate,7985.8,2013.4,7947.6,
Apple,7985,2005,7873.6,
Nintendo,7982.8,2010.8,8108.7,
L'Oreal,7981,2010,7957.7,
Starbucks,7975.6,2016.4,7854.2,
Gucci,7975.5,2007.5,7919.8,
Philips,7974.6,2007.4,7916.2,
Goldman Sachs,7973.8,2012.4,7880.1,
Audi,7973.4,2013.1,7767,
Citi,7973,2013,7932.7,
Nike,7972.4,2000.1,8015,
Kellogg's,7969.9,2003.9,7910.8,
Canon,7968.7,2003.9,7882.4,
Danone,7968,2013,7921,
Porsche,7966.6,2014.9,7878.2,
Sony,7960.6,2014.4,8003.7,
Ford,7958,2012,7910.5,
L'Oreal,7957.7,2009.9,7934.4,
SAP,7957.6,2003.4,7896.7,
Goldman Sachs,7954,2004,7862.5,
Nestle,7952.7,2013.9,7905.4,
Accenture,7952.6,2010.9,7900.2,
Accenture,7948,2008,7882.8,
Colgate,7947.6,2013.3,7909.4,
Sony,7947.2,2015.4,7885.9,
Zara,7945.6,2010.8,7885.9,
Nike,7945.5,2002.5,7901.2,
Siemens,7943,2008,7922.4,
Allianz,7940.8,2014.3,7861.2,
Nintendo,7938.4,2007.2,7834.2,
eBay,7937.5,2007.9,7884,
Visa,7935.6,2017.1,7815,
L'Oreal,7934.4,2009.8,7911.1,
Citi,7932.7,2012.9,7892.4,
Hyundai,7932.3,2012.3,7779.2,
Nike,7929.8,2000.2,7972.4,
eBay,7926.9,2008.1,7991,
Accenture,7924.2,2008.1,7948,
Cartier,7924,2015,7876.5,
Samsung,7922.8,2001.8,7729.2,
Siemens,7922.4,2007.9,7901.8,
Siemens,7921.6,2012.4,7824.7,
Danone,7921,2012.9,7874,
Gucci,7919.8,2007.4,7864.1,
Sony,7917.5,2014.5,7960.6,
Philips,7916.2,2007.3,7857.8,
AXA,7915.2,2013.8,7812.8,
Nissan,7914.8,2014.2,7768.9,
3M,7912.2,2015.7,7816.6,
IKEA,7911.6,2005.1,7817,
L'Oreal,7911.1,2009.7,7887.8,
Kellogg's,7910.8,2003.8,7851.7,
Ford,7910.5,2011.9,7863,
Colgate,7909.4,2013.2,7871.2,
Cartier,7905.4,2015.1,7924,
Nestle,7905.4,2013.8,7858.1,
Morgan Stanley,7903.5,2016.7,7803,
Siemens,7901.8,2007.8,7881.2,
eBay,7901.5,2009.5,7791.2,
Nike,7901.2,2002.4,7856.9,
Accenture,7900.4,2008.2,7924.2,
Accenture,7900.2,2010.8,7847.8,
Siemens,7900,2011,7841.5,
Goldman Sachs,7897.4,2011.8,8046.6,
HSBC,7896.8,2003.3,7786.2,
SAP,7896.7,2003.3,7835.8,
Ford,7896,2008,8004.6,
Citi,7892.4,2012.8,7852.1,
Hermes,7888.2,2013.2,7752.1,
L'Oreal,7887.8,2009.6,7864.5,
Nike,7887.2,2000.3,7929.8,
Cartier,7886.8,2015.2,7905.4,
Zara,7885.9,2010.7,7826.2,
Sony,7885.9,2015.3,7824.6,
adidas,7885,2016,7777.6,
Citi,7885,2011.7,7990,
eBay,7884,2007.8,7830.5,
Accenture,7882.8,2007.9,7817.6,
Canon,7882.4,2003.8,7796.1,
Siemens,7881.2,2007.7,7860.6,
Adobe,7880.8,2016.2,7733.4,
Goldman Sachs,7880.1,2012.3,7786.4,
Siemens,7879.5,2008.1,7943,
Porsche,7878.2,2014.8,7789.8,
Accenture,7876.6,2008.3,7900.4,
Cartier,7876.5,2014.9,7829,
Sony,7874.4,2014.6,7917.5,
Danone,7874,2012.8,7827,
Apple,7873.6,2004.9,7762.2,
Colgate,7871.2,2013.1,7833,
Cartier,7868.2,2015.3,7886.8,
L'Oreal,7864.5,2009.5,7841.2,
Gucci,7864.1,2007.3,7808.4,
Siemens,7863.4,2011.1,7900,
Ford,7863,2011.8,7815.5,
eBay,7862.8,2008.2,7926.9,
Goldman Sachs,7862.5,2003.9,7771,
Goldman Sachs,7862,2001,7862,
Allianz,7861.2,2014.2,7781.6,
Siemens,7860.6,2007.6,7840,
Netflix,7859.1,2017.9,7607.2,
Nestle,7858.1,2013.7,7810.8,
Amazon,7858,2009,7715.6,
Philips,7857.8,2007.2,7799.4,
Volkswagen,7857,2011,7760.5,
Nike,7856.9,2002.3,7812.6,
Nintendo,7856.9,2010.9,7982.8,
Starbucks,7854.2,2016.3,7732.8,
Accenture,7852.8,2008.4,7876.6,
Citi,7852.1,2012.7,7811.8,
Kellogg's,7851.7,2003.7,7792.6,
Cartier,7849.6,2015.4,7868.2,
Accenture,7847.8,2010.7,7795.4,
Nintendo,7847.8,2003.2,8018.9,
Nike,7844.6,2000.4,7887.2,
Siemens,7841.5,2010.9,7783,
L'Oreal,7841.2,2009.4,7817.9,
Siemens,7840,2007.5,7819.4,
SAP,7835.8,2003.2,7774.9,
Nintendo,7834.2,2007.1,7730,
Volkswagen,7834,2000,7834,
Colgate,7833,2013,7814,
Sony,7831.3,2014.7,7874.4,
Cartier,7831,2015.5,7849.6,
eBay,7830.5,2007.7,7777,
Accenture,7829,2008.5,7852.8,
Cartier,7829,2014.8,7781.5,
Siemens,7828,2006,7795.9,
Danone,7827,2012.7,7780,
Siemens,7826.8,2011.2,7863.4,
Zara,7826.2,2010.6,7766.5,
Siemens,7824.7,2012.3,7727.8,
Sony,7824.6,2015.2,7763.3,
Siemens,7819.4,2007.4,7798.8,
Siemens,7818.9,2006.1,7828,
L'Oreal,7817.9,2009.3,7794.6,
Accenture,7817.6,2007.8,7752.4,
IKEA,7817,2005,7753.5,
3M,7816.6,2015.6,7721,
Siemens,7816,2008.2,7879.5,
Ford,7815.5,2011.7,7768,
Visa,7815,2017,7808.2,
Colgate,7814,2012.9,7795,
AXA,7812.8,2013.7,7710.4,
Nike,7812.6,2002.2,7768.3,
Cartier,7812.4,2015.6,7831,
Citi,7811.8,2012.6,7771.5,
Nestle,7810.8,2013.6,7763.5,
Siemens,7809.8,2006.2,7818.9,
Gucci,7808.4,2007.2,7752.7,
Visa,7808.2,2016.9,7801.4,
Ford,7806.9,2008.1,7896,
Accenture,7805.2,2008.6,7829,
Morgan Stanley,7803,2016.6,7702.5,
Nike,7802,2000.5,7844.6,
Visa,7801.4,2016.8,7794.6,
Siemens,7800.7,2006.3,7809.8,
Philips,7799.4,2007.1,7741,
Siemens,7798.8,2007.3,7778.2,
eBay,7798.7,2008.3,7862.8,
Canon,7796.1,2003.7,7709.8,
Siemens,7795.9,2005.9,7763.8,
Accenture,7795.4,2010.6,7743,
Goldman Sachs,7795.2,2001.1,7862,
Colgate,7795,2012.8,7776,
L'Oreal,7794.6,2009.2,7771.3,
Visa,7794.6,2016.7,7787.8,
Cartier,7793.8,2015.7,7812.4,
Kellogg's,7792.6,2003.6,7733.5,
Siemens,7791.6,2006.4,7800.7,
eBay,7791.2,2009.4,7680.9,
Siemens,7790.2,2011.3,7826.8,
Porsche,7789.8,2014.7,7701.4,
Sony,7788.2,2014.8,7831.3,
Visa,7787.8,2016.6,7781,
Goldman Sachs,7786.4,2012.2,7692.7,
HSBC,7786.2,2003.2,7675.6,
Volkswagen,7784.4,2000.1,7834,
Siemens,7783,2010.8,7724.5,
Siemens,7782.5,2006.5,7791.6,
Allianz,7781.6,2014.1,7702,
Cartier,7781.5,2014.7,7734,
Accenture,7781.4,2008.7,7805.2,
Visa,7781,2016.5,7774.2,
Citi,7780,2011.8,7885,
Danone,7780,2012.6,7733,
Hyundai,7779.2,2012.2,7626.1,
Siemens,7778.2,2007.2,7757.6,
adidas,7777.6,2015.9,7670.2,
Morgan Stanley,7777.2,2008.4,8006.9,
eBay,7777,2007.6,7723.5,
Colgate,7776,2012.7,7757,
Cartier,7775.2,2015.8,7793.8,
SAP,7774.9,2003.1,7714,
Visa,7774.2,2016.4,7767.4,
Siemens,7773.4,2006.6,7782.5,
Citi,7771.5,2012.5,7731.2,
L'Oreal,7771.3,2009.1,7748,
Goldman Sachs,7771,2003.8,7679.5,
Nissan,7768.9,2014.1,7623,
Nike,7768.3,2002.1,7724,
Ford,7768,2011.6,7720.5,
Visa,7767.4,2016.3,7760.6,
Audi,7767,2013,7709.9,
Zara,7766.5,2010.5,7706.8,
Siemens,7764.3,2006.7,7773.4,
Siemens,7763.8,2005.8,7731.7,
Nestle,7763.5,2013.5,7716.2,
Sony,7763.3,2015.1,7702,
Apple,7762.2,2004.8,7650.8,
Visa,7760.6,2016.2,7753.8,
Volkswagen,7760.5,2010.9,7664,
Nike,7759.4,2000.6,7802,
Accenture,7757.6,2008.8,7781.4,
Siemens,7757.6,2007.1,7737,
Colgate,7757,2012.6,7738,
Cartier,7756.6,2015.9,7775.2,
Siemens,7755.2,2006.8,7764.3,
Visa,7753.8,2016.1,7747,
Siemens,7753.6,2011.4,7790.2,
IKEA,7753.5,2004.9,7690,
Gucci,7752.7,2007.1,7697,
Siemens,7752.5,2008.3,7816,
Accenture,7752.4,2007.7,7687.2,
Hermes,7752.1,2013.1,7616,
Goldman Sachs,7748.2,2011.9,7897.4,
L'Oreal,7748,2009,7724,
Visa,7747,2016,7659.3,
Siemens,7746.1,2006.9,7755.2,
Sony,7745.1,2014.9,7788.2,
Accenture,7743,2010.5,7690.6,
Philips,7741,2007,7639.9,
Harley-Davidson,7739,2006,7699.7,
Cartier,7738,2016,7756.6,
Colgate,7738,2012.5,7719,
Siemens,7737,2007,7746.1,
Harley-Davidson,7736.9,2006.1,7739,
Harley-Davidson,7734.8,2006.2,7736.9,
Volkswagen,7734.8,2000.2,7784.4,
eBay,7734.6,2008.4,7798.7,
Cartier,7734,2014.6,7686.5,
Accenture,7733.8,2008.9,7757.6,
Kellogg's,7733.5,2003.5,7674.4,
Adobe,7733.4,2016.1,7586,
Danone,7733,2012.5,7686,
Starbucks,7732.8,2016.2,7611.4,
Harley-Davidson,7732.7,2006.3,7734.8,
Facebook,7732,2013,7500.9,
Siemens,7731.7,2005.7,7699.6,
Citi,7731.2,2012.4,7690.9,
Nintendo,7731,2011,7856.9,
Harley-Davidson,7730.6,2006.4,7732.7,
Nintendo,7730,2007,7612.9,
Samsung,7729.2,2001.7,7535.6,
Harley-Davidson,7728.5,2006.5,7730.6,
Goldman Sachs,7728.4,2001.2,7795.2,
Siemens,7727.8,2012.2,7630.9,
Harley-Davidson,7726.4,2006.6,7728.5,
Siemens,7724.5,2010.7,7666,
Harley-Davidson,7724.3,2006.7,7726.4,
L'Oreal,7724,2008.9,7700,
Nike,7724,2002,7710.5,
eBay,7723.5,2007.5,7670,
Harley-Davidson,7722.2,2006.8,7724.3,
3M,7721,2015.5,7625.4,
Ford,7720.5,2011.5,7673,
Harley-Davidson,7720.1,2006.9,7722.2,
Colgate,7719,2012.4,7700,
Cartier,7718.9,2016.1,7738,
Harley-Davidson,7718,2007,7720.1,
Ford,7717.8,2008.2,7806.9,
Siemens,7717,2011.5,7753.6,
Nike,7716.8,2000.7,7759.4,
Nestle,7716.2,2013.4,7668.9,
Amazon,7715.6,2008.9,7573.2,
SAP,7714,2003,7620.1,
Nike,7710.5,2001.9,7697,
AXA,7710.4,2013.6,7608,
Accenture,7710,2009,7733.8,
Audi,7709.9,2012.9,7652.8,
Canon,7709.8,2003.6,7623.5,
Harley-Davidson,7707.1,2007.1,7718,
Zara,7706.8,2010.4,7647.1,
Morgan Stanley,7702.5,2016.5,7602,
Allianz,7702,2014,7602.8,
Sony,7702,2015,7745.1,
Porsche,7701.4,2014.6,7613,
Colgate,7700,2012.3,7681,
L'Oreal,7700,2008.8,7676,
Cartier,7699.8,2016.2,7718.9,
Harley-Davidson,7699.7,2005.9,7660.4,
Siemens,7699.6,2005.6,7667.5,
Gucci,7697,2007,7643.1,
Nike,7697,2001.8,7683.5,
Harley-Davidson,7696.2,2007.2,7707.1,
Goldman Sachs,7692.7,2012.1,7599,
Citi,7690.9,2012.3,7650.6,
Accenture,7690.6,2010.4,7638.2,
IKEA,7690,2004.8,7626.5,
Siemens,7689,2008.4,7752.5,
Accenture,7687.2,2007.6,7622,
Accenture,7687.1,2009.1,7710,
Cartier,7686.5,2014.5,7639,
Danone,7686,2012.4,7639,
Harley-Davidson,7685.3,2007.3,7696.2,
Volkswagen,7685.2,2000.3,7734.8,
Nike,7683.5,2001.7,7670,
Colgate,7681,2012.2,7662,
eBay,7680.9,2009.3,7570.6,
Cartier,7680.7,2016.3,7699.8,
Siemens,7680.4,2011.6,7717,
Goldman Sachs,7679.5,2003.7,7588,
Nintendo,7676.7,2003.3,7847.8,
L'Oreal,7676,2008.7,7652,
HSBC,7675.6,2003.1,7565,
Citi,7675,2011.9,7780,
Kellogg's,7674.4,2003.4,7615.3,
Harley-Davidson,7674.4,2007.4,7685.3,
Nike,7674.2,2000.8,7716.8,
Ford,7673,2011.4,7625.5,
eBay,7670.5,2008.5,7734.6,
adidas,7670.2,2015.8,7562.8,
eBay,7670,2007.4,7616.5,
Nike,7670,2001.6,7656.5,
Nestle,7668.9,2013.3,7621.6,
Siemens,7667.5,2005.5,7635.4,
Nintendo,7666.1,2011.1,7731,
Siemens,7666,2010.6,7607.5,
Accenture,7664.2,2009.2,7687.1,
Volkswagen,7664,2010.8,7567.5,
Harley-Davidson,7663.5,2007.5,7674.4,
Colgate,7662,2012.1,7643,
Goldman Sachs,7661.6,2001.3,7728.4,
Cartier,7661.6,2016.4,7680.7,
Harley-Davidson,7660.4,2005.8,7621.1,
Visa,7659.3,2015.9,7571.6,
Nike,7656.5,2001.5,7643,
Audi,7652.8,2012.8,7595.7,
Harley-Davidson,7652.6,2007.6,7663.5,
L'Oreal,7652,2008.6,7628,
Apple,7650.8,2004.7,7539.4,
Citi,7650.6,2012.2,7610.3,
Zara,7647.1,2010.3,7587.4,
Cartier,7646,2018,7636.1,
Siemens,7643.8,2011.7,7680.4,
Gucci,7643.1,2006.9,7589.2,
Nike,7643,2001.4,7629.5,
Colgate,7643,2012,7591.4,
Cartier,7642.5,2016.5,7661.6,
Harley-Davidson,7641.7,2007.7,7652.6,
Accenture,7641.3,2009.3,7664.2,
Philips,7639.9,2006.9,7538.8,
Cartier,7639,2014.4,7591.5,
Danone,7639,2012.3,7592,
Accenture,7638.2,2010.3,7585.8,
Cartier,7636.1,2017.9,7626.2,
Volkswagen,7635.6,2000.4,7685.2,
Siemens,7635.4,2005.4,7603.3,
Nike,7631.6,2000.9,7674.2,
Siemens,7630.9,2012.1,7534,
Harley-Davidson,7630.8,2007.8,7641.7,
Nike,7629.5,2001.3,7616,
Ford,7628.7,2008.3,7717.8,
L'Oreal,7628,2008.5,7604,
IKEA,7626.5,2004.7,7563,
Cartier,7626.2,2017.8,7616.3,
Hyundai,7626.1,2012.1,7473,
Siemens,7625.5,2008.5,7689,
Ford,7625.5,2011.3,7578,
3M,7625.4,2015.4,7529.8,
Canon,7623.5,2003.5,7537.2,
Cartier,7623.4,2016.6,7642.5,
Nissan,7623,2014,7481,
Accenture,7622,2007.5,7556.8,
Nestle,7621.6,2013.2,7574.3,
Harley-Davidson,7621.1,2005.7,7581.8,
SAP,7620.1,2002.9,7526.2,
Harley-Davidson,7619.9,2007.9,7630.8,
Accenture,7618.4,2009.4,7641.3,
eBay,7616.5,2007.3,7563,
Cartier,7616.3,2017.7,7606.4,
Nike,7616,2001.2,7602.5,
Hermes,7616,2013,7472.6,
Kellogg's,7615.3,2003.3,7556.2,
Porsche,7613,2014.5,7524.6,
Nintendo,7612.9,2006.9,7495.8,
Starbucks,7611.4,2016.1,7490,
Citi,7610.3,2012.1,7570,
Harley-Davidson,7609,2008,7619.9,
AXA,7608,2013.5,7505.6,
Siemens,7607.5,2010.5,7549,
Siemens,7607.2,2011.8,7643.8,
Netflix,7607.2,2017.8,7355.3,
eBay,7606.4,2008.6,7670.5,
Cartier,7606.4,2017.6,7596.5,
Cartier,7604.3,2016.7,7623.4,
L'Oreal,7604,2008.4,7580,
Siemens,7603.3,2005.3,7571.2,
Allianz,7602.8,2013.9,7503.6,
Nike,7602.5,2001.1,7589,
Morgan Stanley,7602,2016.4,7501.5,
Nintendo,7601.2,2011.2,7666.1,
Goldman Sachs,7599,2012,7748.2,
Cartier,7596.5,2017.5,7586.6,
Audi,7595.7,2012.7,7538.6,
Accenture,7595.5,2009.5,7618.4,
Goldman Sachs,7594.8,2001.4,7661.6,
Danone,7592,2012.2,7545,
Cartier,7591.5,2014.3,7544,
Colgate,7591.4,2011.9,7539.8,
Gucci,7589.2,2006.8,7535.3,
Nike,7589,2001,7631.6,
Goldman Sachs,7588,2003.6,7496.5,
Zara,7587.4,2010.2,7527.7,
Cartier,7586.6,2017.4,7576.7,
Adobe,7586,2016,7453.1,
Volkswagen,7586,2000.5,7635.6,
Accenture,7585.8,2010.2,7533.4,
Cartier,7585.2,2016.8,7604.3,
Harley-Davidson,7581.8,2005.6,7542.5,
L'Oreal,7580,2008.3,7556,
Ford,7578,2011.2,7530.5,
Huawei,7578,2018,7487.8,
Cartier,7576.7,2017.3,7566.8,
Nestle,7574.3,2013.1,7527,
Amazon,7573.2,2008.8,7430.8,
Accenture,7572.6,2009.6,7595.5,
Visa,7571.6,2015.8,7483.9,
Siemens,7571.2,2005.2,7539.1,
eBay,7570.6,2009.2,7460.3,
Siemens,7570.6,2011.9,7607.2,
Citi,7570,2012,7675,
Volkswagen,7567.5,2010.7,7471,
Cartier,7566.8,2017.2,7556.9,
Cartier,7566.1,2016.9,7585.2,
HSBC,7565,2003,7565,
eBay,7563,2007.2,7509.5,
IKEA,7563,2004.6,7499.5,
adidas,7562.8,2015.7,7455.4,
Siemens,7562,2008.6,7625.5,
Cartier,7556.9,2017.1,7547,
Accenture,7556.8,2007.4,7491.6,
Kellogg's,7556.2,2003.2,7497.1,
L'Oreal,7556,2008.2,7532,
Accenture,7549.7,2009.7,7572.6,
Louis Vuitton,7549.5,2004.1,6602,
Siemens,7549,2010.4,7490.5,
Morgan Stanley,7547.5,2008.5,7777.2,
Banco Santander,7547,2018,7462.5,
Cartier,7547,2017,7566.1,
Mastercard,7545,2018,7425.5,
Danone,7545,2012.1,7498,
Cartier,7544,2014.2,7496.5,
Harley-Davidson,7542.5,2005.5,7503.2,
eBay,7542.3,2008.7,7606.4,
Colgate,7539.8,2011.8,7488.2,
Ford,7539.6,2008.4,7628.7,
Apple,7539.4,2004.6,7428,
Siemens,7539.1,2005.1,7507,
Philips,7538.8,2006.8,7437.7,
Audi,7538.6,2012.6,7481.5,
Canon,7537.2,2003.4,7450.9,
Volkswagen,7536.4,2000.6,7586,
Nintendo,7536.3,2011.3,7601.2,
Samsung,7535.6,2001.6,7342,
Gucci,7535.3,2006.7,7481.4,
adidas,7535,2013,7451.4,
Siemens,7534,2012,7570.6,
Accenture,7533.4,2010.1,7481,
L'Oreal,7532,2008.1,7508,
Ford,7530.5,2011.1,7483,
3M,7529.8,2015.3,7434.2,
Goldman Sachs,7528,2001.5,7594.8,
Zara,7527.7,2010.1,7468,
Nestle,7527,2013,7465.9,
Accenture,7526.8,2009.8,7549.7,
SAP,7526.2,2002.8,7432.3,
Porsche,7524.6,2014.4,7436.2,
adidas,7519.3,2013.1,7535,
eBay,7509.5,2007.1,7456,
L'Oreal,7508,2008,7461.7,
Siemens,7507,2005,7503.3,
AXA,7505.6,2013.4,7403.2,
Nintendo,7505.6,2003.4,7676.7,
Accenture,7503.9,2009.9,7526.8,
adidas,7503.6,2013.2,7519.3,
Allianz,7503.6,2013.8,7404.4,
Siemens,7503.3,2004.9,7499.6,
Harley-Davidson,7503.2,2005.4,7463.9,
Morgan Stanley,7501.5,2016.3,7401,
Facebook,7500.9,2012.9,7269.8,
Siemens,7499.6,2004.8,7495.9,
IKEA,7499.5,2004.5,7436,
Siemens,7498.5,2008.7,7562,
Danone,7498,2012,7441.8,
Kellogg's,7497.1,2003.1,7438,
Goldman Sachs,7496.5,2003.5,7405,
Cartier,7496.5,2014.1,7449,
Siemens,7495.9,2004.7,7492.2,
Nintendo,7495.8,2006.8,7378.7,
Siemens,7492.2,2004.6,7488.5,
Accenture,7491.6,2007.3,7426.4,
Siemens,7490.5,2010.3,7432,
Starbucks,7490,2016,7367.6,
Siemens,7488.5,2004.5,7484.8,
Colgate,7488.2,2011.7,7436.6,
adidas,7487.9,2013.3,7503.6,
Huawei,7487.8,2017.9,7397.6,
Volkswagen,7486.8,2000.7,7536.4,
Siemens,7484.8,2004.4,7481.1,
Visa,7483.9,2015.7,7396.2,
Ford,7483,2011,7454.2,
Audi,7481.5,2012.5,7424.4,
Gucci,7481.4,2006.6,7427.5,
Siemens,7481.1,2004.3,7477.4,
Nissan,7481,2013.9,7339,
Accenture,7481,2010,7503.9,
eBay,7478.2,2008.8,7542.3,
Siemens,7477.4,2004.2,7473.7,
Siemens,7473.7,2004.1,7470,
Hyundai,7473,2012,7326.2,
Hermes,7472.6,2012.9,7329.2,
adidas,7472.2,2013.4,7487.9,
Nintendo,7471.4,2011.4,7536.3,
Volkswagen,7471,2010.6,7374.5,
Pepsi,7470.6,2002.2,6932.3,
Siemens,7470,2004,7470,
Zara,7468,2010,7400.1,
Nestle,7465.9,2012.9,7404.8,
Harley-Davidson,7463.9,2005.3,7424.6,
Banco Santander,7462.5,2017.9,7378,
L'Oreal,7461.7,2007.9,7415.4,
Goldman Sachs,7461.2,2001.6,7528,
eBay,7460.3,2009.1,7350,
adidas,7456.5,2013.5,7472.2,
eBay,7456,2007,7385.9,
adidas,7455.4,2015.6,7348,
Ford,7454.2,2010.9,7425.4,
